Date,Attendance
2024-12-05,271
2024-12-06,260
2024-12-07,212
2024-12-08,228
2024-12-09,299
2024-12-10,247
2024-12-11,241
2024-12-12,261
2024-12-13,232
2024-12-14,233
2024-12-15,208
2024-12-16,280
2024-12-17,275
2024-12-18,253
2024-12-19,267
2024-12-20,254
2024-12-21,217
2024-12-22,231
2024-12-23,280
2024-12-24,245
2024-12-25,231
2024-12-26,250
2024-12-27,281
2024-12-28,224
2024-12-29,247
2024-12-30,317
2024-12-31,269
2025-01-01,280
2025-01-02,270
2025-01-03,280
2025-01-04,214
2025-01-05,283
2025-01-06,288
2025-01-07,265
2025-01-08,260
2025-01-09,263
2025-01-10,242
2025-01-11,239
2025-01-12,243
2025-01-13,286
2025-01-14,311
2025-01-15,273
2025-01-16,246
2025-01-17,243
2025-01-18,241
2025-01-19,274
2025-01-20,291
2025-01-21,276
2025-01-22,268
2025-01-23,275
2025-01-24,239
2025-01-25,232
2025-01-26,229
2025-01-27,229
2025-01-28,242
2025-01-29,186
2025-01-30,237
2025-01-31,269
2025-02-01,280
2025-02-02,265
2025-02-03,263
2025-02-04,281
2025-02-05,260
2025-02-06,302
2025-02-07,277
2025-02-08,222
2025-02-09,232
2025-02-10,286
2025-02-11,281
2025-02-12,269
2025-02-13,261
2025-02-14,293
2025-02-15,254
2025-02-16,267
2025-02-17,305
2025-02-18,291
2025-02-19,253
2025-02-20,271
2025-02-21,284
2025-02-22,240
2025-02-23,229
2025-02-24,256
2025-02-25,261
2025-02-26,256
2025-02-27,252
2025-02-28,262
2025-03-01,245
2025-03-02,269
2025-03-03,286
2025-03-04,274
2025-03-05,264
2025-03-06,258
2025-03-07,254
2025-03-08,231
2025-03-09,239
2025-03-10,329
2025-03-11,239
2025-03-12,276
2025-03-13,288
2025-03-14,259
2025-03-15,244
2025-03-16,242
2025-03-17,247
2025-03-18,237
2025-03-19,270
2025-03-20,258
2025-03-21,241
2025-03-22,246
2025-03-23,243
2025-03-24,292
2025-03-25,268
2025-03-26,238
2025-03-27,283
2025-03-28,246
2025-03-29,216
2025-03-30,197
2025-03-31,253
2025-04-01,246
2025-04-02,233
2025-04-03,262
2025-04-04,202
2025-04-05,196
2025-04-06,223
2025-04-07,283
2025-04-08,264
2025-04-09,265
2025-04-10,237
2025-04-11,253
2025-04-12,220
2025-04-13,236
2025-04-14,272
2025-04-15,262
2025-04-16,237
2025-04-17,239
2025-04-18,251
2025-04-19,237
2025-04-20,231
2025-04-21,236
2025-04-22,274
2025-04-23,278
2025-04-24,288
2025-04-25,243
2025-04-26,230
2025-04-27,214
2025-04-28,273
2025-04-29,249
2025-04-30,279
2025-05-01,247
2025-05-02,289
2025-05-03,231
2025-05-04,246
2025-05-05,231
2025-05-06,264
2025-05-07,216
2025-05-08,276
2025-05-09,252
2025-05-10,213
2025-05-11,222
2025-05-12,290
2025-05-13,226
2025-05-14,238
2025-05-15,295
2025-05-16,268
2025-05-17,216
2025-05-18,272
2025-05-19,300
2025-05-20,285
2025-05-21,240
2025-05-22,249
2025-05-23,264
2025-05-24,235
2025-05-25,244
2025-05-26,274
2025-05-27,261
2025-05-28,244
2025-05-29,237
2025-05-30,263
2025-05-31,209
2025-06-01,251
2025-06-02,290
2025-06-03,248
2025-06-04,238
2025-06-05,269
2025-06-06,293
2025-06-07,227
2025-06-08,232
2025-06-09,266
2025-06-10,249
2025-06-11,228
2025-06-12,246
2025-06-13,237
2025-06-14,238
2025-06-15,226
2025-06-16,272
2025-06-17,264
2025-06-18,265
2025-06-19,260
2025-06-20,243
2025-06-21,249
2025-06-22,234
2025-06-23,274
2025-06-24,286
2025-06-25,263
2025-06-26,254
2025-06-27,253
2025-06-28,218
2025-06-29,235
2025-06-30,271
2025-07-01,219
2025-07-02,266
2025-07-03,255
2025-07-04,265
2025-07-05,242
2025-07-06,246
2025-07-07,307
2025-07-08,255
2025-07-09,253
2025-07-10,235
2025-07-11,243
2025-07-12,229
2025-07-13,265
2025-07-14,289
2025-07-15,277
2025-07-16,271
2025-07-17,271
2025-07-18,252
2025-07-19,218
2025-07-20,151
2025-07-21,300
2025-07-22,256
2025-07-23,239
2025-07-24,269
2025-07-25,238
2025-07-26,253
2025-07-27,248
2025-07-28,275
2025-07-29,244
2025-07-30,263
2025-07-31,275
2025-08-01,277
2025-08-02,180
2025-08-03,233
2025-08-04,256
2025-08-05,226
2025-08-06,274
2025-08-07,231
2025-08-08,282
2025-08-09,231
2025-08-10,234
2025-08-11,276
2025-08-12,245
2025-08-13,266
2025-08-14,228
2025-08-15,255
2025-08-16,239
2025-09-23,196
2025-09-24,148
2025-09-25,312
2025-09-26,260
2025-09-27,251
2025-09-28,278
2025-09-29,321
2025-09-30,269
2025-10-01,225
2025-10-02,289
2025-10-03,260
2025-10-04,250
2025-10-05,255
2025-10-06,250
2025-10-07,261
2025-10-08,303
2025-10-09,278
2025-10-10,303
2025-10-11,244
2025-10-12,259
2025-10-13,317
2025-10-14,253
2025-10-15,296
2025-10-16,277
2025-10-17,305
2025-10-18,251
2025-10-19,269
2025-10-20,309
2025-10-21,246
2025-10-22,269
2025-10-23,259
2025-10-24,253
2025-10-25,218
2025-10-26,252
2025-10-27,279
2025-10-28,263
2025-10-29,256
2025-10-30,282
2025-10-31,271
2025-11-01,228
2025-11-02,236
2025-11-03,274
2025-11-04,265
2025-11-05,266
2025-11-06,246
2025-11-07,249
2025-11-08,269
2025-11-09,242
2025-11-10,265
2025-11-11,247
2025-11-12,258
2025-11-13,236
2025-11-14,259
2025-11-15,243
2025-11-16,224
2025-11-17,291
2025-11-18,234
2025-11-19,240
2025-11-20,212
2025-11-21,251
2025-11-22,228
2025-11-23,221
2025-11-24,275
2025-11-25,278
2025-11-26,234
2025-11-27,215
2025-11-28,234
2025-11-29,218
2025-11-30,252
2025-12-01,276
2025-12-02,285
2025-12-03,253
2025-12-04,234
2025-12-05,262
2025-12-06,234
2025-12-07,204
